,origin_airport,dest_airport,airline,fare,nonstop,distance,origin_city,dest_city,passengers
51,SFO,ALB,Southwest Airlines,267.50681,0,2558.998269704693,"San Francisco, CA","Albany, NY",250
52,SFO,ALB,United Airlines,346.01852999999994,0,2558.998269704693,"San Francisco, CA","Albany, NY",270
53,SJC,ALB,Southwest Airlines,275.9325,0,2543.615783340123,"San Jose, CA","Albany, NY",320
54,OAK,ALB,Southwest Airlines,329.16162,0,2548.420186105638,"Oakland, CA","Albany, NY",430
55,SMF,ALB,Southwest Airlines,360.20417,0,2490.757964939306,"Sacramento, CA","Albany, NY",360
118,SFO,ABQ,Southwest Airlines,215.82173999999998,0,896.3344132076319,"San Francisco, CA","Albuquerque, NM",400
119,SJC,ABQ,Southwest Airlines,183.86714,1,869.9767921584472,"San Jose, CA","Albuquerque, NM",490
120,SMF,ABQ,Southwest Airlines,225.69729999999998,0,866.3809804662037,"Sacramento, CA","Albuquerque, NM",1300
121,SMF,ABQ,Southwest Airlines,213.29702999999998,1,866.3809804662037,"Sacramento, CA","Albuquerque, NM",370
122,SFO,ABQ,United Airlines,244.94445,1,896.3344132076319,"San Francisco, CA","Albuquerque, NM",360
123,SJC,ABQ,Southwest Airlines,230.20193999999998,0,869.9767921584472,"San Jose, CA","Albuquerque, NM",880
124,OAK,ABQ,Southwest Airlines,222.74601,1,888.7855260861992,"Oakland, CA","Albuquerque, NM",6440
125,OAK,ABQ,Southwest Airlines,256.33025000000004,0,888.7855260861992,"Oakland, CA","Albuquerque, NM",370
274,OAK,ATL,Southwest Airlines,259.17838,0,2129.990594034673,"Oakland, CA","Atlanta, GA",1240
275,SMF,ATL,United Airlines,307.43301,0,2092.177267322344,"Sacramento, CA","Atlanta, GA",100
276,SJC,ATL,American Airlines,308.36672999999996,0,2115.803922184516,"San Jose, CA","Atlanta, GA",520
277,SJC,ATL,Southwest Airlines,262.79037,0,2115.803922184516,"San Jose, CA","Atlanta, GA",540
278,SFO,ATL,Frontier Airlines,154.0673,0,2138.945902708684,"San Francisco, CA","Atlanta, GA",260
279,SFO,ATL,American Airlines,292.08341,0,2138.945902708684,"San Francisco, CA","Atlanta, GA",470
280,OAK,ATL,Southwest Airlines,249.61691000000005,1,2129.990594034673,"Oakland, CA","Atlanta, GA",3410
281,OAK,ATL,Delta Air Lines,282.09479,1,2129.990594034673,"Oakland, CA","Atlanta, GA",440
282,SFO,ATL,Delta Air Lines,475.03599999999994,0,2138.945902708684,"San Francisco, CA","Atlanta, GA",100
283,SFO,ATL,Delta Air Lines,339.26883000000004,1,2138.945902708684,"San Francisco, CA","Atlanta, GA",8370
284,SJC,ATL,Southwest Airlines,245.77560000000003,1,2115.803922184516,"San Jose, CA","Atlanta, GA",250
285,SFO,ATL,United Airlines,310.63397,1,2138.945902708684,"San Francisco, CA","Atlanta, GA",6290
286,OAK,ATL,Spirit Air Lines,166.05391999999998,0,2129.990594034673,"Oakland, CA","Atlanta, GA",230
287,SMF,ATL,Delta Air Lines,318.51453999999995,1,2092.177267322344,"Sacramento, CA","Atlanta, GA",3210
288,SFO,ATL,Southwest Airlines,230.86691000000005,0,2138.945902708684,"San Francisco, CA","Atlanta, GA",740
289,SMF,ATL,Southwest Airlines,270.82052000000004,0,2092.177267322344,"Sacramento, CA","Atlanta, GA",1540
290,SMF,ATL,Delta Air Lines,408.65345,0,2092.177267322344,"Sacramento, CA","Atlanta, GA",230
291,SFO,ATL,Frontier Airlines,139.66061000000002,1,2138.945902708684,"San Francisco, CA","Atlanta, GA",1450
292,SMF,ATL,Southwest Airlines,240.59081,1,2092.177267322344,"Sacramento, CA","Atlanta, GA",250
293,SJC,ATL,Delta Air Lines,335.77218000000005,1,2115.803922184516,"San Jose, CA","Atlanta, GA",2620
294,SMF,ATL,American Airlines,270.29276000000004,0,2092.177267322344,"Sacramento, CA","Atlanta, GA",400
295,SFO,ATL,United Airlines,286.69131,0,2138.945902708684,"San Francisco, CA","Atlanta, GA",230
400,SFO,AUS,Alaska Airlines,189.65852999999998,1,1503.704998005908,"San Francisco, CA","Austin, TX",820
401,SFO,AUS,United Airlines,270.50933999999995,1,1503.704998005908,"San Francisco, CA","Austin, TX",10880
402,SFO,AUS,Southwest Airlines,203.66833,0,1503.704998005908,"San Francisco, CA","Austin, TX",540
403,OAK,AUS,Southwest Airlines,251.72173999999998,0,1497.002445000632,"Oakland, CA","Austin, TX",630
404,SMF,AUS,Southwest Airlines,247.20313999999996,1,1480.616279723489,"Sacramento, CA","Austin, TX",160
405,OAK,AUS,Southwest Airlines,228.20928,1,1497.002445000632,"Oakland, CA","Austin, TX",4620
406,SFO,AUS,United Airlines,283.17301000000003,0,1503.704998005908,"San Francisco, CA","Austin, TX",100
407,SMF,AUS,American Airlines,288.38782000000003,0,1480.616279723489,"Sacramento, CA","Austin, TX",320
408,SMF,AUS,Southwest Airlines,268.15587999999997,0,1480.616279723489,"Sacramento, CA","Austin, TX",1850
409,SMF,AUS,United Airlines,224.98765,0,1480.616279723489,"Sacramento, CA","Austin, TX",170
410,SJC,AUS,JetBlue Airways,251.6,0,1475.916248541763,"San Jose, CA","Austin, TX",100
411,SJC,AUS,American Airlines,270.02227000000005,0,1475.916248541763,"San Jose, CA","Austin, TX",220
412,SFO,AUS,Virgin America,244.86761,1,1503.704998005908,"San Francisco, CA","Austin, TX",5250
413,SJC,AUS,Southwest Airlines,291.54339,0,1475.916248541763,"San Jose, CA","Austin, TX",710
414,SFO,AUS,American Airlines,280.82708999999994,0,1503.704998005908,"San Francisco, CA","Austin, TX",310
415,SJC,AUS,Southwest Airlines,257.72631,1,1475.916248541763,"San Jose, CA","Austin, TX",5610
422,SFO,BIL,United Airlines,200.18182000000002,0,909.3682179114243,"San Francisco, CA","Billings, MT",110
461,OAK,BHM,Southwest Airlines,266.41412,0,2004.464757823656,"Oakland, CA","Birmingham, AL",510
462,SFO,BHM,Delta Air Lines,463.0952400000001,0,2013.264645695119,"San Francisco, CA","Birmingham, AL",210
463,SMF,BHM,Southwest Airlines,292.9574,0,1968.3116991199329,"Sacramento, CA","Birmingham, AL",500
464,SJC,BHM,Southwest Airlines,271.00265,0,1989.6719644880388,"San Jose, CA","Birmingham, AL",150
511,SFO,BOI,United Airlines,293.54789,1,522.2088256371693,"San Francisco, CA","Boise, ID",1880
512,SJC,BOI,Southwest Airlines,186.02648000000002,0,522.6848875631642,"San Jose, CA","Boise, ID",170
513,SJC,BOI,Alaska Airlines,140.00621,1,522.6848875631642,"San Jose, CA","Boise, ID",1610
514,OAK,BOI,Southwest Airlines,201.04078999999996,1,511.51904457472733,"Oakland, CA","Boise, ID",3150
515,SMF,BOI,Alaska Airlines,111.09826999999999,1,437.2140590866815,"Sacramento, CA","Boise, ID",1730
516,SMF,BOI,Southwest Airlines,130.45349,1,437.2140590866815,"Sacramento, CA","Boise, ID",2520
745,SFO,BOS,United Airlines,646.54217,0,2704.105507782648,"San Francisco, CA","Boston, MA",650
746,SJC,BOS,American Airlines,426.89304000000004,0,2688.694886527358,"San Jose, CA","Boston, MA",360
747,SFO,BOS,Delta Air Lines,286.10055,1,2704.105507782648,"San Francisco, CA","Boston, MA",1260
748,SJC,BOS,JetBlue Airways,272.40057,1,2688.694886527358,"San Jose, CA","Boston, MA",2110
749,OAK,BOS,Southwest Airlines,296.38472,1,2693.5296587591697,"Oakland, CA","Boston, MA",170
750,SMF,BOS,Southwest Airlines,234.37901000000002,1,2635.871643412008,"Sacramento, CA","Boston, MA",100
751,SJC,BOS,Southwest Airlines,299.49832000000004,0,2688.694886527358,"San Jose, CA","Boston, MA",300
752,OAK,BOS,JetBlue Airways,265.75,1,2693.5296587591697,"Oakland, CA","Boston, MA",660
753,SFO,BOS,JetBlue Airways,367.81991,1,2704.105507782648,"San Francisco, CA","Boston, MA",4880
754,SMF,MHT,Southwest Airlines,266.81936,0,2606.55907740537,"Sacramento, CA","Manchester, NH",320
755,SFO,BOS,Southwest Airlines,255.76742000000002,0,2704.105507782648,"San Francisco, CA","Boston, MA",270
756,SJC,MHT,Southwest Airlines,319.89641,0,2660.468424184638,"San Jose, CA","Manchester, NH",140
757,OAK,BOS,American Airlines,297.66665,0,2693.5296587591697,"Oakland, CA","Boston, MA",120
758,OAK,MHT,Southwest Airlines,327.19052000000005,0,2664.8936208795913,"Oakland, CA","Manchester, NH",190
759,SFO,BOS,American Airlines,330.58998999999994,0,2704.105507782648,"San Francisco, CA","Boston, MA",730
760,OAK,BOS,Southwest Airlines,298.85614,0,2693.5296587591697,"Oakland, CA","Boston, MA",910
761,SMF,BOS,United Airlines,365.10949,0,2635.871643412008,"Sacramento, CA","Boston, MA",580
762,SFO,BOS,JetBlue Airways,389.76333,0,2704.105507782648,"San Francisco, CA","Boston, MA",150
763,SMF,BOS,Southwest Airlines,294.51427,0,2635.871643412008,"Sacramento, CA","Boston, MA",820
764,SJC,BOS,Delta Air Lines,267.29952999999995,0,2688.694886527358,"San Jose, CA","Boston, MA",440
765,SMF,BOS,Delta Air Lines,390.93618,0,2635.871643412008,"Sacramento, CA","Boston, MA",340
766,SMF,BOS,American Airlines,367.04720999999995,0,2635.871643412008,"Sacramento, CA","Boston, MA",360
767,SMF,BOS,JetBlue Airways,250.29080000000002,0,2635.871643412008,"Sacramento, CA","Boston, MA",250
768,SFO,BOS,Alaska Airlines,233.86965,1,2704.105507782648,"San Francisco, CA","Boston, MA",1150
769,SFO,BOS,Virgin America,316.52105,1,2704.105507782648,"San Francisco, CA","Boston, MA",8200
770,SMF,BOS,JetBlue Airways,271.5802,1,2635.871643412008,"Sacramento, CA","Boston, MA",940
771,SJC,BOS,JetBlue Airways,345.01071,0,2688.694886527358,"San Jose, CA","Boston, MA",140
772,SFO,BOS,Delta Air Lines,272.05408,0,2704.105507782648,"San Francisco, CA","Boston, MA",880
773,SFO,BOS,United Airlines,344.0489299999999,1,2704.105507782648,"San Francisco, CA","Boston, MA",27660
774,SJC,BOS,United Airlines,242.78998,0,2688.694886527358,"San Jose, CA","Boston, MA",730
830,SFO,BUF,Delta Air Lines,356.46546,0,2309.071425090172,"San Francisco, CA","Buffalo, NY",110
831,SMF,BUF,Southwest Airlines,310.26708999999994,0,2241.340937574127,"Sacramento, CA","Buffalo, NY",310
832,OAK,BUF,Southwest Airlines,308.19604,0,2298.5198558909383,"Oakland, CA","Buffalo, NY",380
833,SFO,BUF,Southwest Airlines,258.97262,0,2309.071425090172,"San Francisco, CA","Buffalo, NY",190
834,SFO,BUF,United Airlines,288.77272999999997,0,2309.071425090172,"San Francisco, CA","Buffalo, NY",110
835,SJC,BUF,Southwest Airlines,275.27398999999997,0,2293.486683555876,"San Jose, CA","Buffalo, NY",350
875,SFO,RSW,Delta Air Lines,308.75857,0,2480.679398176555,"San Francisco, CA","Fort Myers, FL",560
876,SMF,RSW,United Airlines,256.08272999999997,0,2447.169926065762,"Sacramento, CA","Fort Myers, FL",110
877,SMF,RSW,American Airlines,313.01229,0,2447.169926065762,"Sacramento, CA","Fort Myers, FL",130
878,SMF,RSW,Delta Air Lines,374.40599999999995,0,2447.169926065762,"Sacramento, CA","Fort Myers, FL",100
879,OAK,RSW,Southwest Airlines,307.82886,0,2472.994190833263,"Oakland, CA","Fort Myers, FL",260
880,SFO,RSW,United Airlines,294.77034,0,2480.679398176555,"San Francisco, CA","Fort Myers, FL",320
881,SJC,RSW,American Airlines,301.48306,0,2454.449314056621,"San Jose, CA","Fort Myers, FL",130
882,SFO,RSW,American Airlines,292.26754,0,2480.679398176555,"San Francisco, CA","Fort Myers, FL",490
883,OAK,RSW,Southwest Airlines,254.94001000000003,1,2472.994190833263,"Oakland, CA","Fort Myers, FL",110
884,SJC,RSW,United Airlines,242.81900000000002,0,2454.449314056621,"San Jose, CA","Fort Myers, FL",100
915,SFO,CHS,American Airlines,261.20036,0,2395.521929074514,"San Francisco, CA","Charleston, SC",300
916,SJC,CHS,Southwest Airlines,306.70402,0,2372.695549677625,"San Jose, CA","Charleston, SC",150
917,SMF,CHS,Southwest Airlines,315.28633,0,2347.417314418276,"Sacramento, CA","Charleston, SC",190
918,OAK,CHS,Southwest Airlines,323.29702,0,2386.460399979373,"Oakland, CA","Charleston, SC",370
919,SFO,CHS,United Airlines,288.78,0,2395.521929074514,"San Francisco, CA","Charleston, SC",180
920,SMF,CHS,American Airlines,381.6,0,2347.417314418276,"Sacramento, CA","Charleston, SC",100
921,SJC,CHS,Delta Air Lines,350.46430000000004,0,2372.695549677625,"San Jose, CA","Charleston, SC",140
922,SFO,CHS,Delta Air Lines,378.61111000000005,0,2395.521929074514,"San Francisco, CA","Charleston, SC",540
1008,SJC,CLT,Delta Air Lines,235.1594,0,2274.346745906832,"San Jose, CA","Charlotte, NC",170
1009,SMF,CLT,Delta Air Lines,222.58067000000003,0,2243.572700708206,"Sacramento, CA","Charlotte, NC",150
1010,SMF,CLT,Southwest Airlines,331.98589999999996,0,2243.572700708206,"Sacramento, CA","Charlotte, NC",220
1011,SFO,CLT,Delta Air Lines,261.20429,0,2295.908872783167,"San Francisco, CA","Charlotte, NC",420
1012,SFO,CLT,American Airlines,312.89299,1,2295.908872783167,"San Francisco, CA","Charlotte, NC",7210
1013,SFO,CLT,United Airlines,320.81602000000004,0,2295.908872783167,"San Francisco, CA","Charlotte, NC",250
1014,SJC,CLT,American Airlines,257.15017,1,2274.346745906832,"San Jose, CA","Charlotte, NC",540
1015,OAK,CLT,American Airlines,296.61539,0,2286.4811512591973,"Oakland, CA","Charlotte, NC",130
1016,SJC,CLT,United Airlines,263.64999,0,2274.346745906832,"San Jose, CA","Charlotte, NC",100
1017,SFO,CLT,American Airlines,281.94752,0,2295.908872783167,"San Francisco, CA","Charlotte, NC",120
1018,SMF,CLT,American Airlines,333.34942,0,2243.572700708206,"Sacramento, CA","Charlotte, NC",700
1019,SJC,CLT,American Airlines,301.17002,0,2274.346745906832,"San Jose, CA","Charlotte, NC",320
1020,SMF,CLT,American Airlines,247.70734000000002,1,2243.572700708206,"Sacramento, CA","Charlotte, NC",1320
1021,OAK,CLT,Southwest Airlines,336.01513,0,2286.4811512591973,"Oakland, CA","Charlotte, NC",370
1195,OAK,ORD,Spirit Air Lines,138.06999,0,1835.609058168002,"Oakland, CA","Chicago, IL",140
1196,SMF,ORD,United Airlines,265.23077,0,1781.196892132016,"Sacramento, CA","Chicago, IL",130
1197,SMF,ORD,American Airlines,221.73032999999998,1,1781.196892132016,"Sacramento, CA","Chicago, IL",3150
1198,SFO,ORD,Virgin America,265.60071,0,1845.98745228913,"San Francisco, CA","Chicago, IL",140
1199,OAK,MDW,Southwest Airlines,265.25376,0,1844.2155280642871,"Oakland, CA","Chicago, IL",320
1200,SJC,MDW,Southwest Airlines,255.69787000000002,0,1837.555942483955,"San Jose, CA","Chicago, IL",420
1201,SFO,MDW,Southwest Airlines,214.06624,0,1854.566947263527,"San Francisco, CA","Chicago, IL",160
1202,SFO,ORD,American Airlines,243.94407000000004,1,1845.98745228913,"San Francisco, CA","Chicago, IL",8630
1203,SFO,ORD,Virgin America,235.23016,1,1845.98745228913,"San Francisco, CA","Chicago, IL",7370
1204,SMF,ORD,United Airlines,267.63287,1,1781.196892132016,"Sacramento, CA","Chicago, IL",2930
1205,SJC,ORD,American Airlines,229.19071,1,1829.158694583403,"San Jose, CA","Chicago, IL",4950
1206,OAK,ORD,Spirit Air Lines,108.26308,1,1835.609058168002,"Oakland, CA","Chicago, IL",3120
1207,SMF,MDW,Southwest Airlines,224.56601000000003,1,1790.184357257099,"Sacramento, CA","Chicago, IL",4360
1208,SJC,ORD,American Airlines,270.93,0,1829.158694583403,"San Jose, CA","Chicago, IL",180
1209,SFO,ORD,United Airlines,290.27783999999997,1,1845.98745228913,"San Francisco, CA","Chicago, IL",31520
1210,SMF,ORD,American Airlines,233.87763999999999,0,1781.196892132016,"Sacramento, CA","Chicago, IL",630
1211,SFO,MDW,Southwest Airlines,236.54807,1,1854.566947263527,"San Francisco, CA","Chicago, IL",2950
1212,SFO,ORD,Delta Air Lines,203.73647,0,1845.98745228913,"San Francisco, CA","Chicago, IL",170
1213,SJC,MDW,Southwest Airlines,227.04998999999998,1,1837.555942483955,"San Jose, CA","Chicago, IL",2470
1214,SJC,ORD,United Airlines,292.24138,1,1829.158694583403,"San Jose, CA","Chicago, IL",2080
1215,SFO,ORD,United Airlines,494.344,0,1845.98745228913,"San Francisco, CA","Chicago, IL",350
1216,OAK,ORD,American Airlines,237.39022999999997,0,1835.609058168002,"Oakland, CA","Chicago, IL",410
1217,OAK,MDW,Southwest Airlines,239.52436,1,1844.2155280642871,"Oakland, CA","Chicago, IL",9210
1218,SFO,ORD,Alaska Airlines,171.74181,1,1845.98745228913,"San Francisco, CA","Chicago, IL",1220
1219,SMF,MDW,Southwest Airlines,253.23157000000003,0,1790.184357257099,"Sacramento, CA","Chicago, IL",1140
1220,SFO,ORD,Frontier Airlines,130.37806,1,1845.98745228913,"San Francisco, CA","Chicago, IL",410
1239,SFO,CVG,Delta Air Lines,301.87595000000005,1,2036.2509761925492,"San Francisco, CA","Cincinnati, OH",1110
1240,SFO,CVG,Frontier Airlines,117.17105,1,2036.2509761925492,"San Francisco, CA","Cincinnati, OH",3420
1241,SFO,CVG,United Airlines,288.504,0,2036.2509761925492,"San Francisco, CA","Cincinnati, OH",100
1242,SFO,CVG,United Airlines,253.53050000000002,1,2036.2509761925492,"San Francisco, CA","Cincinnati, OH",600
1307,SFO,CLE,United Airlines,392.39639999999997,0,2161.135518870053,"San Francisco, CA","Cleveland, OH",250
1308,SJC,CLE,Southwest Airlines,257.58438,0,2144.084311183746,"San Jose, CA","Cleveland, OH",320
1309,SFO,CLE,Southwest Airlines,225.23447999999996,0,2161.135518870053,"San Francisco, CA","Cleveland, OH",580
1310,SFO,CLE,Frontier Airlines,102.81521000000001,1,2161.135518870053,"San Francisco, CA","Cleveland, OH",1380
1311,SFO,CLE,United Airlines,291.61487,1,2161.135518870053,"San Francisco, CA","Cleveland, OH",3850
1312,OAK,CLE,Southwest Airlines,306.30813,0,2150.785610961188,"Oakland, CA","Cleveland, OH",640
1313,SMF,CLE,Southwest Airlines,248.926,1,2096.647914544586,"Sacramento, CA","Cleveland, OH",100
1314,SMF,CLE,Southwest Airlines,286.77411,0,2096.647914544586,"Sacramento, CA","Cleveland, OH",510
1315,SMF,CLE,American Airlines,357.75001000000003,0,2096.647914544586,"Sacramento, CA","Cleveland, OH",100
1322,SFO,COS,Frontier Airlines,58.605266,1,963.8037693310613,"San Francisco, CA","Colorado Springs, CO",190
1384,SFO,CMH,United Airlines,324.98896,0,2119.900911238206,"San Francisco, CA","Columbus, OH",190
1385,SFO,CMH,American Airlines,288.63332,0,2119.900911238206,"San Francisco, CA","Columbus, OH",120
1386,OAK,CMH,Southwest Airlines,265.58285,1,2109.757265868202,"Oakland, CA","Columbus, OH",1930
1387,SMF,CMH,American Airlines,305.38502,0,2058.4268229852787,"Sacramento, CA","Columbus, OH",220
1388,SJC,CMH,American Airlines,309.32791000000003,0,2101.598904481888,"San Jose, CA","Columbus, OH",240
1389,SJC,CMH,Southwest Airlines,259.49202,0,2101.598904481888,"San Jose, CA","Columbus, OH",300
1390,OAK,CMH,Southwest Airlines,286.05726000000004,0,2109.757265868202,"Oakland, CA","Columbus, OH",400
1391,SFO,CMH,Southwest Airlines,263.7609,0,2119.900911238206,"San Francisco, CA","Columbus, OH",330
1392,SMF,CMH,Southwest Airlines,291.60082,0,2058.4268229852787,"Sacramento, CA","Columbus, OH",600
1393,SFO,CMH,Delta Air Lines,268.58802000000003,0,2119.900911238206,"San Francisco, CA","Columbus, OH",100
1540,SJC,DAL,Southwest Airlines,260.27419999999995,0,1449.742566656777,"San Jose, CA","Dallas, TX",380
1541,SMF,DFW,American Airlines,227.68927000000002,1,1430.923632473458,"Sacramento, CA","Dallas/Fort Worth, TX",6480
1542,SFO,DFW,United Airlines,202.54724,1,1464.405197912385,"San Francisco, CA","Dallas/Fort Worth, TX",3780
1543,SMF,DAL,Southwest Airlines,256.29244,0,1442.2283615878198,"Sacramento, CA","Dallas, TX",1220
1544,SJC,DAL,Southwest Airlines,225.77717,1,1449.742566656777,"San Jose, CA","Dallas, TX",1980
1545,OAK,DFW,American Airlines,303.0,0,1456.63743064172,"Oakland, CA","Dallas/Fort Worth, TX",110
1546,SFO,DFW,American Airlines,189.95578,1,1464.405197912385,"San Francisco, CA","Dallas/Fort Worth, TX",12870
1547,SMF,DFW,American Airlines,234.18386000000004,0,1430.923632473458,"Sacramento, CA","Dallas/Fort Worth, TX",130
1548,OAK,DAL,Southwest Airlines,235.62898999999996,0,1467.9830252258512,"Oakland, CA","Dallas, TX",490
1549,SFO,DAL,Virgin America,177.39267,1,1475.75352841822,"San Francisco, CA","Dallas, TX",6080
1550,OAK,DFW,Spirit Air Lines,57.926029,1,1456.63743064172,"Oakland, CA","Dallas/Fort Worth, TX",2090
1551,OAK,DAL,Southwest Airlines,177.31967,1,1467.9830252258512,"Oakland, CA","Dallas, TX",6060
1552,SFO,DAL,Alaska Airlines,119.26851,1,1475.75352841822,"San Francisco, CA","Dallas, TX",1080
1553,SJC,DFW,American Airlines,227.97717999999998,1,1438.389803223077,"San Jose, CA","Dallas/Fort Worth, TX",5930
1554,SFO,DAL,Southwest Airlines,152.12593999999999,1,1475.75352841822,"San Francisco, CA","Dallas, TX",2420
1555,OAK,DFW,Spirit Air Lines,99.133635,0,1456.63743064172,"Oakland, CA","Dallas/Fort Worth, TX",110
1556,SMF,DAL,Southwest Airlines,242.19096000000002,1,1442.2283615878198,"Sacramento, CA","Dallas, TX",2190
1570,SMF,DAY,Southwest Airlines,285.49666,0,1990.150657211185,"Sacramento, CA","Dayton, OH",120
1571,OAK,DAY,Southwest Airlines,287.24998999999997,0,2040.9798896756008,"Oakland, CA","Dayton, OH",100
1578,SFO,DAB,Delta Air Lines,322.53845,0,2437.510662347565,"San Francisco, CA","Daytona Beach, FL",130
1706,SFO,DEN,United Airlines,183.68598999999998,1,967.1252501525571,"San Francisco, CA","Denver, CO",20560
1707,SFO,DEN,Frontier Airlines,90.38434600000001,1,967.1252501525571,"San Francisco, CA","Denver, CO",4280
1708,SMF,DEN,Southwest Airlines,219.59629,1,909.245035920824,"Sacramento, CA","Denver, CO",8930
1709,SFO,DEN,Southwest Airlines,150.44476,1,967.1252501525571,"San Francisco, CA","Denver, CO",6540
1710,OAK,DEN,Spirit Air Lines,102.32000000000001,0,957.1629135927175,"Oakland, CA","Denver, CO",150
1711,SMF,DEN,Southwest Airlines,204.82633000000004,0,909.245035920824,"Sacramento, CA","Denver, CO",790
1712,SJC,DEN,United Airlines,215.77467999999996,1,948.0632071379936,"San Jose, CA","Denver, CO",3240
1713,SFO,DEN,American Airlines,220.644,0,967.1252501525571,"San Francisco, CA","Denver, CO",100
1714,SFO,DEN,Southwest Airlines,169.135,0,967.1252501525571,"San Francisco, CA","Denver, CO",180
1715,SFO,DEN,Virgin America,139.96216,1,967.1252501525571,"San Francisco, CA","Denver, CO",7530
1716,SFO,DEN,Alaska Airlines,110.82642,1,967.1252501525571,"San Francisco, CA","Denver, CO",1930
1717,SMF,DEN,United Airlines,213.41021000000003,1,909.245035920824,"Sacramento, CA","Denver, CO",2490
1718,SFO,DEN,Delta Air Lines,144.20832000000001,0,967.1252501525571,"San Francisco, CA","Denver, CO",120
1719,SJC,DEN,Southwest Airlines,207.53817999999998,0,948.0632071379936,"San Jose, CA","Denver, CO",220
1720,OAK,DEN,Southwest Airlines,183.08198,1,957.1629135927175,"Oakland, CA","Denver, CO",12360
1721,OAK,DEN,Delta Air Lines,159.41667999999999,0,957.1629135927175,"Oakland, CA","Denver, CO",180
